match_id,inning,batting_team,bowling_team
213.0,1.0,Kolkata Knight Riders,Delhi Daredevils
213.0,2.0,Delhi Daredevils,Kolkata Knight Riders
214.0,1.0,Royal Challengers Bangalore,Deccan Chargers
214.0,2.0,Deccan Chargers,Royal Challengers Bangalore
215.0,1.0,Mumbai Indians,Kings XI Punjab
215.0,2.0,Kings XI Punjab,Mumbai Indians
216.0,1.0,Chennai Super Kings,Deccan Chargers
216.0,2.0,Deccan Chargers,Chennai Super Kings
217.0,1.0,Kolkata Knight Riders,Royal Challengers Bangalore
217.0,2.0,Royal Challengers Bangalore,Kolkata Knight Riders
218.0,1.0,Delhi Daredevils,Kings XI Punjab
218.0,2.0,Kings XI Punjab,Delhi Daredevils
219.0,1.0,Mumbai Indians,Rajasthan Royals
219.0,2.0,Rajasthan Royals,Mumbai Indians
220.0,1.0,Deccan Chargers,Royal Challengers Bangalore
220.0,2.0,Royal Challengers Bangalore,Deccan Chargers
221.0,1.0,Mumbai Indians,Delhi Daredevils
221.0,2.0,Delhi Daredevils,Mumbai Indians
222.0,1.0,Kolkata Knight Riders,Chennai Super Kings
222.0,2.0,Chennai Super Kings,Kolkata Knight Riders
223.0,1.0,Rajasthan Royals,Royal Challengers Bangalore
223.0,2.0,Royal Challengers Bangalore,Rajasthan Royals
224.0,1.0,Chennai Super Kings,Delhi Daredevils
224.0,2.0,Delhi Daredevils,Chennai Super Kings
225.0,1.0,Kings XI Punjab,Deccan Chargers
225.0,2.0,Deccan Chargers,Kings XI Punjab
226.0,1.0,Mumbai Indians,Royal Challengers Bangalore
226.0,2.0,Royal Challengers Bangalore,Mumbai Indians
227.0,1.0,Rajasthan Royals,Kolkata Knight Riders
227.0,2.0,Kolkata Knight Riders,Rajasthan Royals
228.0,1.0,Kings XI Punjab,Chennai Super Kings
228.0,2.0,Chennai Super Kings,Kings XI Punjab
229.0,1.0,Deccan Chargers,Delhi Daredevils
229.0,2.0,Delhi Daredevils,Deccan Chargers
230.0,1.0,Mumbai Indians,Kolkata Knight Riders
230.0,2.0,Kolkata Knight Riders,Mumbai Indians
231.0,1.0,Mumbai Indians,Royal Challengers Bangalore
231.0,2.0,Royal Challengers Bangalore,Mumbai Indians
232.0,1.0,Chennai Super Kings,Deccan Chargers
232.0,2.0,Deccan Chargers,Chennai Super Kings
233.0,1.0,Deccan Chargers,Royal Challengers Bangalore
233.0,2.0,Royal Challengers Bangalore,Deccan Chargers
234.0,1.0,Chennai Super Kings,Mumbai Indians
234.0,2.0,Mumbai Indians,Chennai Super Kings
235.0,1.0,Chennai Super Kings,Kolkata Knight Riders
235.0,2.0,Kolkata Knight Riders,Chennai Super Kings
236.0,1.0,Deccan Chargers,Rajasthan Royals
236.0,2.0,Rajasthan Royals,Deccan Chargers
237.0,1.0,Kochi Tuskers Kerala,Royal Challengers Bangalore
237.0,2.0,Royal Challengers Bangalore,Kochi Tuskers Kerala
238.0,1.0,Delhi Daredevils,Mumbai Indians
238.0,2.0,Mumbai Indians,Delhi Daredevils
239.0,1.0,Kings XI Punjab,Pune Warriors
239.0,2.0,Pune Warriors,Kings XI Punjab
240.0,1.0,Kolkata Knight Riders,Deccan Chargers
240.0,2.0,Deccan Chargers,Kolkata Knight Riders
241.0,1.0,Delhi Daredevils,Rajasthan Royals
241.0,2.0,Rajasthan Royals,Delhi Daredevils
242.0,1.0,Royal Challengers Bangalore,Mumbai Indians
242.0,2.0,Mumbai Indians,Royal Challengers Bangalore
243.0,1.0,Chennai Super Kings,Kings XI Punjab
243.0,2.0,Kings XI Punjab,Chennai Super Kings
244.0,1.0,Kochi Tuskers Kerala,Pune Warriors
244.0,2.0,Pune Warriors,Kochi Tuskers Kerala
245.0,1.0,Deccan Chargers,Royal Challengers Bangalore
245.0,2.0,Royal Challengers Bangalore,Deccan Chargers
246.0,1.0,Rajasthan Royals,Kolkata Knight Riders
246.0,2.0,Kolkata Knight Riders,Rajasthan Royals
247.0,1.0,Mumbai Indians,Kochi Tuskers Kerala
247.0,2.0,Kochi Tuskers Kerala,Mumbai Indians
248.0,1.0,Chennai Super Kings,Royal Challengers Bangalore
248.0,2.0,Royal Challengers Bangalore,Chennai Super Kings
249.0,1.0,Deccan Chargers,Kings XI Punjab
249.0,2.0,Kings XI Punjab,Deccan Chargers
250.0,1.0,Pune Warriors,Delhi Daredevils
250.0,2.0,Delhi Daredevils,Pune Warriors
251.0,1.0,Rajasthan Royals,Kolkata Knight Riders
251.0,2.0,Kolkata Knight Riders,Rajasthan Royals
252.0,1.0,Chennai Super Kings,Kochi Tuskers Kerala
252.0,2.0,Kochi Tuskers Kerala,Chennai Super Kings
253.0,1.0,Deccan Chargers,Delhi Daredevils
253.0,2.0,Delhi Daredevils,Deccan Chargers
254.0,1.0,Pune Warriors,Mumbai Indians
254.0,2.0,Mumbai Indians,Pune Warriors
255.0,1.0,Kochi Tuskers Kerala,Kolkata Knight Riders
255.0,2.0,Kolkata Knight Riders,Kochi Tuskers Kerala
256.0,1.0,Kings XI Punjab,Rajasthan Royals
256.0,2.0,Rajasthan Royals,Kings XI Punjab
257.0,1.0,Mumbai Indians,Chennai Super Kings
257.0,2.0,Chennai Super Kings,Mumbai Indians
258.0,1.0,Kolkata Knight Riders,Royal Challengers Bangalore
258.0,2.0,Royal Challengers Bangalore,Kolkata Knight Riders
259.0,1.0,Delhi Daredevils,Kings XI Punjab
259.0,2.0,Kings XI Punjab,Delhi Daredevils
260.0,1.0,Mumbai Indians,Deccan Chargers
260.0,2.0,Deccan Chargers,Mumbai Indians
261.0,1.0,Kochi Tuskers Kerala,Rajasthan Royals
261.0,2.0,Rajasthan Royals,Kochi Tuskers Kerala
262.0,1.0,Chennai Super Kings,Pune Warriors
262.0,2.0,Pune Warriors,Chennai Super Kings
263.0,1.0,Delhi Daredevils,Royal Challengers Bangalore
263.0,2.0,Royal Challengers Bangalore,Delhi Daredevils
264.0,1.0,Pune Warriors,Chennai Super Kings
264.0,2.0,Chennai Super Kings,Pune Warriors
265.0,1.0,Deccan Chargers,Kochi Tuskers Kerala
265.0,2.0,Kochi Tuskers Kerala,Deccan Chargers
266.0,1.0,Kolkata Knight Riders,Delhi Daredevils
266.0,2.0,Delhi Daredevils,Kolkata Knight Riders
267.0,1.0,Mumbai Indians,Rajasthan Royals
267.0,2.0,Rajasthan Royals,Mumbai Indians
268.0,1.0,Royal Challengers Bangalore,Pune Warriors
268.0,2.0,Pune Warriors,Royal Challengers Bangalore
269.0,1.0,Delhi Daredevils,Kochi Tuskers Kerala
269.0,2.0,Kochi Tuskers Kerala,Delhi Daredevils
270.0,1.0,Kings XI Punjab,Kolkata Knight Riders
270.0,2.0,Kolkata Knight Riders,Kings XI Punjab
271.0,1.0,Pune Warriors,Rajasthan Royals
271.0,2.0,Rajasthan Royals,Pune Warriors
272.0,1.0,Chennai Super Kings,Deccan Chargers
272.0,2.0,Deccan Chargers,Chennai Super Kings
273.0,1.0,Mumbai Indians,Kings XI Punjab
273.0,2.0,Kings XI Punjab,Mumbai Indians
274.0,1.0,Delhi Daredevils,Kochi Tuskers Kerala
274.0,2.0,Kochi Tuskers Kerala,Delhi Daredevils
275.0,1.0,Kolkata Knight Riders,Deccan Chargers
275.0,2.0,Deccan Chargers,Kolkata Knight Riders
276.0,1.0,Rajasthan Royals,Chennai Super Kings
276.0,2.0,Chennai Super Kings,Rajasthan Royals
277.0,1.0,Mumbai Indians,Pune Warriors
277.0,2.0,Pune Warriors,Mumbai Indians
278.0,1.0,Kochi Tuskers Kerala,Kolkata Knight Riders
278.0,2.0,Kolkata Knight Riders,Kochi Tuskers Kerala
279.0,1.0,Deccan Chargers,Delhi Daredevils
279.0,2.0,Delhi Daredevils,Deccan Chargers
280.0,1.0,Royal Challengers Bangalore,Kings XI Punjab
280.0,2.0,Kings XI Punjab,Royal Challengers Bangalore
281.0,1.0,Chennai Super Kings,Kolkata Knight Riders
281.0,2.0,Kolkata Knight Riders,Chennai Super Kings
282.0,1.0,Mumbai Indians,Delhi Daredevils
282.0,2.0,Delhi Daredevils,Mumbai Indians
283.0,1.0,Kochi Tuskers Kerala,Royal Challengers Bangalore
283.0,2.0,Royal Challengers Bangalore,Kochi Tuskers Kerala
284.0,1.0,Kings XI Punjab,Pune Warriors
284.0,2.0,Pune Warriors,Kings XI Punjab
285.0,1.0,Chennai Super Kings,Rajasthan Royals
285.0,2.0,Rajasthan Royals,Chennai Super Kings
286.0,1.0,Deccan Chargers,Pune Warriors
286.0,2.0,Pune Warriors,Deccan Chargers
287.0,1.0,Kings XI Punjab,Mumbai Indians
287.0,2.0,Mumbai Indians,Kings XI Punjab
288.0,1.0,Rajasthan Royals,Royal Challengers Bangalore
288.0,2.0,Royal Challengers Bangalore,Rajasthan Royals
289.0,1.0,Chennai Super Kings,Delhi Daredevils
289.0,2.0,Delhi Daredevils,Chennai Super Kings
290.0,1.0,Kochi Tuskers Kerala,Kings XI Punjab
290.0,2.0,Kings XI Punjab,Kochi Tuskers Kerala
291.0,1.0,Kolkata Knight Riders,Royal Challengers Bangalore
291.0,2.0,Royal Challengers Bangalore,Kolkata Knight Riders
292.0,1.0,Deccan Chargers,Mumbai Indians
292.0,2.0,Mumbai Indians,Deccan Chargers
293.0,1.0,Kings XI Punjab,Delhi Daredevils
293.0,2.0,Delhi Daredevils,Kings XI Punjab
294.0,1.0,Rajasthan Royals,Kochi Tuskers Kerala
294.0,2.0,Kochi Tuskers Kerala,Rajasthan Royals
295.0,1.0,Pune Warriors,Deccan Chargers
295.0,2.0,Deccan Chargers,Pune Warriors
296.0,1.0,Kings XI Punjab,Royal Challengers Bangalore
296.0,2.0,Royal Challengers Bangalore,Kings XI Punjab
297.0,1.0,Chennai Super Kings,Kochi Tuskers Kerala
297.0,2.0,Kochi Tuskers Kerala,Chennai Super Kings
298.0,1.0,Pune Warriors,Kolkata Knight Riders
298.0,2.0,Kolkata Knight Riders,Pune Warriors
299.0,1.0,Mumbai Indians,Rajasthan Royals
299.0,2.0,Rajasthan Royals,Mumbai Indians
300.0,1.0,Deccan Chargers,Kings XI Punjab
300.0,2.0,Kings XI Punjab,Deccan Chargers
301.0,1.0,Delhi Daredevils,Pune Warriors
302.0,1.0,Chennai Super Kings,Royal Challengers Bangalore
302.0,2.0,Royal Challengers Bangalore,Chennai Super Kings
303.0,1.0,Kolkata Knight Riders,Mumbai Indians
303.0,2.0,Mumbai Indians,Kolkata Knight Riders
304.0,1.0,Royal Challengers Bangalore,Chennai Super Kings
304.0,2.0,Chennai Super Kings,Royal Challengers Bangalore
305.0,1.0,Kolkata Knight Riders,Mumbai Indians
305.0,2.0,Mumbai Indians,Kolkata Knight Riders
306.0,1.0,Royal Challengers Bangalore,Mumbai Indians
306.0,2.0,Mumbai Indians,Royal Challengers Bangalore
307.0,1.0,Chennai Super Kings,Royal Challengers Bangalore
307.0,2.0,Royal Challengers Bangalore,Chennai Super Kings
308.0,1.0,Chennai Super Kings,Mumbai Indians
308.0,2.0,Mumbai Indians,Chennai Super Kings
309.0,1.0,Kolkata Knight Riders,Delhi Daredevils
309.0,2.0,Delhi Daredevils,Kolkata Knight Riders
310.0,1.0,Pune Warriors,Mumbai Indians
310.0,2.0,Mumbai Indians,Pune Warriors
311.0,1.0,Rajasthan Royals,Kings XI Punjab
311.0,2.0,Kings XI Punjab,Rajasthan Royals
312.0,1.0,Royal Challengers Bangalore,Delhi Daredevils
312.0,2.0,Delhi Daredevils,Royal Challengers Bangalore
313.0,1.0,Chennai Super Kings,Deccan Chargers
313.0,2.0,Deccan Chargers,Chennai Super Kings
314.0,1.0,Rajasthan Royals,Kolkata Knight Riders
314.0,2.0,Kolkata Knight Riders,Rajasthan Royals
315.0,1.0,Pune Warriors,Kings XI Punjab
315.0,2.0,Kings XI Punjab,Pune Warriors
316.0,1.0,Deccan Chargers,Mumbai Indians
316.0,2.0,Mumbai Indians,Deccan Chargers
317.0,1.0,Kolkata Knight Riders,Royal Challengers Bangalore
317.0,2.0,Royal Challengers Bangalore,Kolkata Knight Riders
318.0,1.0,Chennai Super Kings,Delhi Daredevils
318.0,2.0,Delhi Daredevils,Chennai Super Kings
319.0,1.0,Mumbai Indians,Rajasthan Royals
319.0,2.0,Rajasthan Royals,Mumbai Indians
320.0,1.0,Royal Challengers Bangalore,Chennai Super Kings
320.0,2.0,Chennai Super Kings,Royal Challengers Bangalore
321.0,1.0,Pune Warriors,Kings XI Punjab
321.0,2.0,Kings XI Punjab,Pune Warriors
322.0,1.0,Rajasthan Royals,Kolkata Knight Riders
322.0,2.0,Kolkata Knight Riders,Rajasthan Royals
323.0,1.0,Deccan Chargers,Delhi Daredevils
323.0,2.0,Delhi Daredevils,Deccan Chargers
324.0,1.0,Chennai Super Kings,Pune Warriors
324.0,2.0,Pune Warriors,Chennai Super Kings
325.0,1.0,Kings XI Punjab,Kolkata Knight Riders
325.0,2.0,Kolkata Knight Riders,Kings XI Punjab
326.0,1.0,Rajasthan Royals,Royal Challengers Bangalore
326.0,2.0,Royal Challengers Bangalore,Rajasthan Royals
327.0,1.0,Mumbai Indians,Delhi Daredevils
327.0,2.0,Delhi Daredevils,Mumbai Indians
328.0,1.0,Deccan Chargers,Rajasthan Royals
328.0,2.0,Rajasthan Royals,Deccan Chargers
329.0,1.0,Pune Warriors,Royal Challengers Bangalore
329.0,2.0,Royal Challengers Bangalore,Pune Warriors
330.0,1.0,Kings XI Punjab,Kolkata Knight Riders
330.0,2.0,Kolkata Knight Riders,Kings XI Punjab
331.0,1.0,Deccan Chargers,Delhi Daredevils
331.0,2.0,Delhi Daredevils,Deccan Chargers
332.0,1.0,Chennai Super Kings,Pune Warriors
332.0,2.0,Pune Warriors,Chennai Super Kings
333.0,1.0,Kings XI Punjab,Royal Challengers Bangalore
333.0,2.0,Royal Challengers Bangalore,Kings XI Punjab
334.0,1.0,Rajasthan Royals,Chennai Super Kings
334.0,2.0,Chennai Super Kings,Rajasthan Royals
335.0,1.0,Pune Warriors,Delhi Daredevils
335.0,2.0,Delhi Daredevils,Pune Warriors
336.0,1.0,Mumbai Indians,Kings XI Punjab
336.0,2.0,Kings XI Punjab,Mumbai Indians
337.0,1.0,Deccan Chargers,Kolkata Knight Riders
337.0,2.0,Kolkata Knight Riders,Deccan Chargers
338.0,1.0,Royal Challengers Bangalore,Rajasthan Royals
338.0,2.0,Rajasthan Royals,Royal Challengers Bangalore
339.0,1.0,Pune Warriors,Delhi Daredevils
339.0,2.0,Delhi Daredevils,Pune Warriors
340.0,1.0,Kings XI Punjab,Mumbai Indians
340.0,2.0,Mumbai Indians,Kings XI Punjab
341.0,1.0,Deccan Chargers,Pune Warriors
341.0,2.0,Pune Warriors,Deccan Chargers
342.0,1.0,Delhi Daredevils,Mumbai Indians
342.0,2.0,Mumbai Indians,Delhi Daredevils
343.0,1.0,Kings XI Punjab,Chennai Super Kings
343.0,2.0,Chennai Super Kings,Kings XI Punjab
344.0,1.0,Kolkata Knight Riders,Royal Challengers Bangalore
344.0,2.0,Royal Challengers Bangalore,Kolkata Knight Riders
345.0,1.0,Delhi Daredevils,Rajasthan Royals
345.0,2.0,Rajasthan Royals,Delhi Daredevils
346.0,1.0,Deccan Chargers,Mumbai Indians
346.0,2.0,Mumbai Indians,Deccan Chargers
347.0,1.0,Chennai Super Kings,Kolkata Knight Riders
347.0,2.0,Kolkata Knight Riders,Chennai Super Kings
348.0,1.0,Deccan Chargers,Pune Warriors
348.0,2.0,Pune Warriors,Deccan Chargers
349.0,1.0,Rajasthan Royals,Delhi Daredevils
349.0,2.0,Delhi Daredevils,Rajasthan Royals
350.0,1.0,Royal Challengers Bangalore,Kings XI Punjab
350.0,2.0,Kings XI Punjab,Royal Challengers Bangalore
351.0,1.0,Mumbai Indians,Pune Warriors
351.0,2.0,Pune Warriors,Mumbai Indians
352.0,1.0,Chennai Super Kings,Deccan Chargers
352.0,2.0,Deccan Chargers,Chennai Super Kings
353.0,1.0,Kolkata Knight Riders,Pune Warriors
353.0,2.0,Pune Warriors,Kolkata Knight Riders
354.0,1.0,Rajasthan Royals,Kings XI Punjab
354.0,2.0,Kings XI Punjab,Rajasthan Royals
355.0,1.0,Chennai Super Kings,Mumbai Indians
355.0,2.0,Mumbai Indians,Chennai Super Kings
356.0,1.0,Deccan Chargers,Royal Challengers Bangalore
356.0,2.0,Royal Challengers Bangalore,Deccan Chargers
357.0,1.0,Delhi Daredevils,Kolkata Knight Riders
357.0,2.0,Kolkata Knight Riders,Delhi Daredevils
358.0,1.0,Pune Warriors,Rajasthan Royals
358.0,2.0,Rajasthan Royals,Pune Warriors
359.0,1.0,Kings XI Punjab,Deccan Chargers
359.0,2.0,Deccan Chargers,Kings XI Punjab
360.0,1.0,Mumbai Indians,Royal Challengers Bangalore
360.0,2.0,Royal Challengers Bangalore,Mumbai Indians
361.0,1.0,Rajasthan Royals,Chennai Super Kings
361.0,2.0,Chennai Super Kings,Rajasthan Royals
362.0,1.0,Royal Challengers Bangalore,Pune Warriors
362.0,2.0,Pune Warriors,Royal Challengers Bangalore
363.0,1.0,Mumbai Indians,Kolkata Knight Riders
363.0,2.0,Kolkata Knight Riders,Mumbai Indians
364.0,1.0,Delhi Daredevils,Chennai Super Kings
364.0,2.0,Chennai Super Kings,Delhi Daredevils
365.0,1.0,Rajasthan Royals,Pune Warriors
365.0,2.0,Pune Warriors,Rajasthan Royals
366.0,1.0,Deccan Chargers,Kings XI Punjab
366.0,2.0,Kings XI Punjab,Deccan Chargers
367.0,1.0,Royal Challengers Bangalore,Mumbai Indians
367.0,2.0,Mumbai Indians,Royal Challengers Bangalore
368.0,1.0,Kolkata Knight Riders,Chennai Super Kings
368.0,2.0,Chennai Super Kings,Kolkata Knight Riders
369.0,1.0,Kings XI Punjab,Delhi Daredevils
369.0,2.0,Delhi Daredevils,Kings XI Punjab
370.0,1.0,Kolkata Knight Riders,Mumbai Indians
370.0,2.0,Mumbai Indians,Kolkata Knight Riders
371.0,1.0,Chennai Super Kings,Kings XI Punjab
371.0,2.0,Kings XI Punjab,Chennai Super Kings
372.0,1.0,Royal Challengers Bangalore,Delhi Daredevils
372.0,2.0,Delhi Daredevils,Royal Challengers Bangalore
373.0,1.0,Rajasthan Royals,Deccan Chargers
373.0,2.0,Deccan Chargers,Rajasthan Royals
374.0,1.0,Kings XI Punjab,Delhi Daredevils
374.0,2.0,Delhi Daredevils,Kings XI Punjab
375.0,1.0,Kolkata Knight Riders,Pune Warriors
375.0,2.0,Pune Warriors,Kolkata Knight Riders
376.0,1.0,Deccan Chargers,Royal Challengers Bangalore
376.0,2.0,Royal Challengers Bangalore,Deccan Chargers
377.0,1.0,Rajasthan Royals,Mumbai Indians
377.0,2.0,Mumbai Indians,Rajasthan Royals
378.0,1.0,Kolkata Knight Riders,Delhi Daredevils
378.0,2.0,Delhi Daredevils,Kolkata Knight Riders
379.0,1.0,Chennai Super Kings,Mumbai Indians
379.0,2.0,Mumbai Indians,Chennai Super Kings
380.0,1.0,Chennai Super Kings,Delhi Daredevils
380.0,2.0,Delhi Daredevils,Chennai Super Kings
381.0,1.0,Chennai Super Kings,Kolkata Knight Riders
381.0,2.0,Kolkata Knight Riders,Chennai Super Kings
382.0,1.0,Delhi Daredevils,Kolkata Knight Riders
382.0,2.0,Kolkata Knight Riders,Delhi Daredevils
383.0,1.0,Royal Challengers Bangalore,Mumbai Indians
383.0,2.0,Mumbai Indians,Royal Challengers Bangalore
384.0,1.0,Sunrisers Hyderabad,Pune Warriors
384.0,2.0,Pune Warriors,Sunrisers Hyderabad
385.0,1.0,Rajasthan Royals,Delhi Daredevils
385.0,2.0,Delhi Daredevils,Rajasthan Royals
386.0,1.0,Mumbai Indians,Chennai Super Kings
386.0,2.0,Chennai Super Kings,Mumbai Indians
387.0,1.0,Pune Warriors,Kings XI Punjab
387.0,2.0,Kings XI Punjab,Pune Warriors
388.0,1.0,Royal Challengers Bangalore,Sunrisers Hyderabad
388.0,2.0,Sunrisers Hyderabad,Royal Challengers Bangalore
388.0,3.0,Sunrisers Hyderabad,Royal Challengers Bangalore
388.0,4.0,Royal Challengers Bangalore,Sunrisers Hyderabad
389.0,1.0,Rajasthan Royals,Kolkata Knight Riders
389.0,2.0,Kolkata Knight Riders,Rajasthan Royals
390.0,1.0,Mumbai Indians,Delhi Daredevils
390.0,2.0,Delhi Daredevils,Mumbai Indians
391.0,1.0,Kings XI Punjab,Chennai Super Kings
391.0,2.0,Chennai Super Kings,Kings XI Punjab
392.0,1.0,Kolkata Knight Riders,Royal Challengers Bangalore
392.0,2.0,Royal Challengers Bangalore,Kolkata Knight Riders
393.0,1.0,Rajasthan Royals,Pune Warriors
393.0,2.0,Pune Warriors,Rajasthan Royals
394.0,1.0,Delhi Daredevils,Sunrisers Hyderabad
394.0,2.0,Sunrisers Hyderabad,Delhi Daredevils
395.0,1.0,Mumbai Indians,Pune Warriors
395.0,2.0,Pune Warriors,Mumbai Indians
396.0,1.0,Royal Challengers Bangalore,Chennai Super Kings
396.0,2.0,Chennai Super Kings,Royal Challengers Bangalore
397.0,1.0,Kolkata Knight Riders,Sunrisers Hyderabad
397.0,2.0,Sunrisers Hyderabad,Kolkata Knight Riders
398.0,1.0,Kings XI Punjab,Rajasthan Royals
398.0,2.0,Rajasthan Royals,Kings XI Punjab
399.0,1.0,Pune Warriors,Chennai Super Kings
399.0,2.0,Chennai Super Kings,Pune Warriors
400.0,1.0,Kings XI Punjab,Kolkata Knight Riders
400.0,2.0,Kolkata Knight Riders,Kings XI Punjab
401.0,1.0,Delhi Daredevils,Royal Challengers Bangalore
401.0,2.0,Royal Challengers Bangalore,Delhi Daredevils
401.0,3.0,Royal Challengers Bangalore,Delhi Daredevils
401.0,4.0,Delhi Daredevils,Royal Challengers Bangalore
402.0,1.0,Sunrisers Hyderabad,Pune Warriors
402.0,2.0,Pune Warriors,Sunrisers Hyderabad
403.0,1.0,Rajasthan Royals,Mumbai Indians
403.0,2.0,Mumbai Indians,Rajasthan Royals
404.0,1.0,Chennai Super Kings,Delhi Daredevils
404.0,2.0,Delhi Daredevils,Chennai Super Kings
405.0,1.0,Kings XI Punjab,Sunrisers Hyderabad
405.0,2.0,Sunrisers Hyderabad,Kings XI Punjab
406.0,1.0,Kolkata Knight Riders,Chennai Super Kings
406.0,2.0,Chennai Super Kings,Kolkata Knight Riders
407.0,1.0,Rajasthan Royals,Royal Challengers Bangalore
407.0,2.0,Royal Challengers Bangalore,Rajasthan Royals
408.0,1.0,Mumbai Indians,Delhi Daredevils
408.0,2.0,Delhi Daredevils,Mumbai Indians
409.0,1.0,Pune Warriors,Kings XI Punjab
409.0,2.0,Kings XI Punjab,Pune Warriors
410.0,1.0,Rajasthan Royals,Chennai Super Kings
410.0,2.0,Chennai Super Kings,Rajasthan Royals
411.0,1.0,Royal Challengers Bangalore,Pune Warriors
411.0,2.0,Pune Warriors,Royal Challengers Bangalore
412.0,1.0,Kings XI Punjab,Delhi Daredevils
412.0,2.0,Delhi Daredevils,Kings XI Punjab
413.0,1.0,Kolkata Knight Riders,Mumbai Indians
413.0,2.0,Mumbai Indians,Kolkata Knight Riders
414.0,1.0,Sunrisers Hyderabad,Chennai Super Kings
414.0,2.0,Chennai Super Kings,Sunrisers Hyderabad
415.0,1.0,Kings XI Punjab,Kolkata Knight Riders
415.0,2.0,Kolkata Knight Riders,Kings XI Punjab
416.0,1.0,Sunrisers Hyderabad,Rajasthan Royals
416.0,2.0,Rajasthan Royals,Sunrisers Hyderabad
417.0,1.0,Mumbai Indians,Royal Challengers Bangalore
417.0,2.0,Royal Challengers Bangalore,Mumbai Indians
418.0,1.0,Chennai Super Kings,Kolkata Knight Riders
418.0,2.0,Kolkata Knight Riders,Chennai Super Kings
419.0,1.0,Delhi Daredevils,Pune Warriors
419.0,2.0,Pune Warriors,Delhi Daredevils
420.0,1.0,Royal Challengers Bangalore,Rajasthan Royals
420.0,2.0,Rajasthan Royals,Royal Challengers Bangalore
421.0,1.0,Mumbai Indians,Kings XI Punjab
421.0,2.0,Kings XI Punjab,Mumbai Indians
422.0,1.0,Chennai Super Kings,Pune Warriors
422.0,2.0,Pune Warriors,Chennai Super Kings
423.0,1.0,Mumbai Indians,Sunrisers Hyderabad
423.0,2.0,Sunrisers Hyderabad,Mumbai Indians
424.0,1.0,Kolkata Knight Riders,Delhi Daredevils
424.0,2.0,Delhi Daredevils,Kolkata Knight Riders
425.0,1.0,Chennai Super Kings,Kings XI Punjab
425.0,2.0,Kings XI Punjab,Chennai Super Kings
426.0,1.0,Royal Challengers Bangalore,Pune Warriors
426.0,2.0,Pune Warriors,Royal Challengers Bangalore
427.0,1.0,Rajasthan Royals,Kolkata Knight Riders
