match_id,inning,batting_team,bowling_team
427.0,2.0,Kolkata Knight Riders,Rajasthan Royals
428.0,1.0,Delhi Daredevils,Sunrisers Hyderabad
428.0,2.0,Sunrisers Hyderabad,Delhi Daredevils
429.0,1.0,Royal Challengers Bangalore,Kings XI Punjab
429.0,2.0,Kings XI Punjab,Royal Challengers Bangalore
430.0,1.0,Mumbai Indians,Chennai Super Kings
430.0,2.0,Chennai Super Kings,Mumbai Indians
431.0,1.0,Pune Warriors,Rajasthan Royals
431.0,2.0,Rajasthan Royals,Pune Warriors
432.0,1.0,Sunrisers Hyderabad,Royal Challengers Bangalore
432.0,2.0,Royal Challengers Bangalore,Sunrisers Hyderabad
433.0,1.0,Delhi Daredevils,Rajasthan Royals
433.0,2.0,Rajasthan Royals,Delhi Daredevils
434.0,1.0,Mumbai Indians,Kolkata Knight Riders
434.0,2.0,Kolkata Knight Riders,Mumbai Indians
435.0,1.0,Chennai Super Kings,Sunrisers Hyderabad
435.0,2.0,Sunrisers Hyderabad,Chennai Super Kings
436.0,1.0,Kings XI Punjab,Rajasthan Royals
436.0,2.0,Rajasthan Royals,Kings XI Punjab
437.0,1.0,Kolkata Knight Riders,Pune Warriors
437.0,2.0,Pune Warriors,Kolkata Knight Riders
438.0,1.0,Royal Challengers Bangalore,Delhi Daredevils
438.0,2.0,Delhi Daredevils,Royal Challengers Bangalore
439.0,1.0,Pune Warriors,Mumbai Indians
439.0,2.0,Mumbai Indians,Pune Warriors
440.0,1.0,Sunrisers Hyderabad,Kings XI Punjab
440.0,2.0,Kings XI Punjab,Sunrisers Hyderabad
441.0,1.0,Royal Challengers Bangalore,Kolkata Knight Riders
441.0,2.0,Kolkata Knight Riders,Royal Challengers Bangalore
442.0,1.0,Chennai Super Kings,Rajasthan Royals
442.0,2.0,Rajasthan Royals,Chennai Super Kings
443.0,1.0,Delhi Daredevils,Kings XI Punjab
443.0,2.0,Kings XI Punjab,Delhi Daredevils
444.0,1.0,Sunrisers Hyderabad,Mumbai Indians
444.0,2.0,Mumbai Indians,Sunrisers Hyderabad
445.0,1.0,Pune Warriors,Kolkata Knight Riders
445.0,2.0,Kolkata Knight Riders,Pune Warriors
446.0,1.0,Chennai Super Kings,Delhi Daredevils
446.0,2.0,Delhi Daredevils,Chennai Super Kings
447.0,1.0,Mumbai Indians,Rajasthan Royals
447.0,2.0,Rajasthan Royals,Mumbai Indians
448.0,1.0,Royal Challengers Bangalore,Kings XI Punjab
448.0,2.0,Kings XI Punjab,Royal Challengers Bangalore
449.0,1.0,Sunrisers Hyderabad,Rajasthan Royals
449.0,2.0,Rajasthan Royals,Sunrisers Hyderabad
450.0,1.0,Kings XI Punjab,Mumbai Indians
450.0,2.0,Mumbai Indians,Kings XI Punjab
451.0,1.0,Pune Warriors,Delhi Daredevils
451.0,2.0,Delhi Daredevils,Pune Warriors
452.0,1.0,Royal Challengers Bangalore,Chennai Super Kings
452.0,2.0,Chennai Super Kings,Royal Challengers Bangalore
453.0,1.0,Kolkata Knight Riders,Sunrisers Hyderabad
453.0,2.0,Sunrisers Hyderabad,Kolkata Knight Riders
454.0,1.0,Chennai Super Kings,Mumbai Indians
454.0,2.0,Mumbai Indians,Chennai Super Kings
455.0,1.0,Sunrisers Hyderabad,Rajasthan Royals
455.0,2.0,Rajasthan Royals,Sunrisers Hyderabad
456.0,1.0,Rajasthan Royals,Mumbai Indians
456.0,2.0,Mumbai Indians,Rajasthan Royals
457.0,1.0,Mumbai Indians,Chennai Super Kings
457.0,2.0,Chennai Super Kings,Mumbai Indians
458.0,1.0,Kolkata Knight Riders,Mumbai Indians
458.0,2.0,Mumbai Indians,Kolkata Knight Riders
459.0,1.0,Delhi Daredevils,Royal Challengers Bangalore
459.0,2.0,Royal Challengers Bangalore,Delhi Daredevils
460.0,1.0,Chennai Super Kings,Kings XI Punjab
460.0,2.0,Kings XI Punjab,Chennai Super Kings
461.0,1.0,Sunrisers Hyderabad,Rajasthan Royals
461.0,2.0,Rajasthan Royals,Sunrisers Hyderabad
462.0,1.0,Mumbai Indians,Royal Challengers Bangalore
462.0,2.0,Royal Challengers Bangalore,Mumbai Indians
463.0,1.0,Kolkata Knight Riders,Delhi Daredevils
463.0,2.0,Delhi Daredevils,Kolkata Knight Riders
464.0,1.0,Rajasthan Royals,Kings XI Punjab
464.0,2.0,Kings XI Punjab,Rajasthan Royals
465.0,1.0,Chennai Super Kings,Delhi Daredevils
465.0,2.0,Delhi Daredevils,Chennai Super Kings
466.0,1.0,Kings XI Punjab,Sunrisers Hyderabad
466.0,2.0,Sunrisers Hyderabad,Kings XI Punjab
467.0,1.0,Chennai Super Kings,Rajasthan Royals
467.0,2.0,Rajasthan Royals,Chennai Super Kings
468.0,1.0,Kolkata Knight Riders,Royal Challengers Bangalore
468.0,2.0,Royal Challengers Bangalore,Kolkata Knight Riders
469.0,1.0,Sunrisers Hyderabad,Delhi Daredevils
469.0,2.0,Delhi Daredevils,Sunrisers Hyderabad
470.0,1.0,Mumbai Indians,Chennai Super Kings
470.0,2.0,Chennai Super Kings,Mumbai Indians
471.0,1.0,Royal Challengers Bangalore,Rajasthan Royals
471.0,2.0,Rajasthan Royals,Royal Challengers Bangalore
472.0,1.0,Kings XI Punjab,Kolkata Knight Riders
472.0,2.0,Kolkata Knight Riders,Kings XI Punjab
473.0,1.0,Mumbai Indians,Delhi Daredevils
473.0,2.0,Delhi Daredevils,Mumbai Indians
474.0,1.0,Sunrisers Hyderabad,Chennai Super Kings
474.0,2.0,Chennai Super Kings,Sunrisers Hyderabad
475.0,1.0,Royal Challengers Bangalore,Kings XI Punjab
475.0,2.0,Kings XI Punjab,Royal Challengers Bangalore
476.0,1.0,Rajasthan Royals,Kolkata Knight Riders
476.0,2.0,Kolkata Knight Riders,Rajasthan Royals
476.0,3.0,Kolkata Knight Riders,Rajasthan Royals
476.0,4.0,Rajasthan Royals,Kolkata Knight Riders
477.0,1.0,Sunrisers Hyderabad,Mumbai Indians
477.0,2.0,Mumbai Indians,Sunrisers Hyderabad
478.0,1.0,Chennai Super Kings,Kolkata Knight Riders
478.0,2.0,Kolkata Knight Riders,Chennai Super Kings
479.0,1.0,Kings XI Punjab,Mumbai Indians
479.0,2.0,Mumbai Indians,Kings XI Punjab
480.0,1.0,Delhi Daredevils,Rajasthan Royals
480.0,2.0,Rajasthan Royals,Delhi Daredevils
481.0,1.0,Sunrisers Hyderabad,Royal Challengers Bangalore
481.0,2.0,Royal Challengers Bangalore,Sunrisers Hyderabad
482.0,1.0,Rajasthan Royals,Kolkata Knight Riders
482.0,2.0,Kolkata Knight Riders,Rajasthan Royals
483.0,1.0,Delhi Daredevils,Chennai Super Kings
483.0,2.0,Chennai Super Kings,Delhi Daredevils
484.0,1.0,Mumbai Indians,Royal Challengers Bangalore
484.0,2.0,Royal Challengers Bangalore,Mumbai Indians
485.0,1.0,Delhi Daredevils,Kolkata Knight Riders
485.0,2.0,Kolkata Knight Riders,Delhi Daredevils
486.0,1.0,Kings XI Punjab,Chennai Super Kings
486.0,2.0,Chennai Super Kings,Kings XI Punjab
487.0,1.0,Sunrisers Hyderabad,Rajasthan Royals
487.0,2.0,Rajasthan Royals,Sunrisers Hyderabad
488.0,1.0,Kings XI Punjab,Royal Challengers Bangalore
488.0,2.0,Royal Challengers Bangalore,Kings XI Punjab
489.0,1.0,Delhi Daredevils,Sunrisers Hyderabad
489.0,2.0,Sunrisers Hyderabad,Delhi Daredevils
490.0,1.0,Mumbai Indians,Chennai Super Kings
490.0,2.0,Chennai Super Kings,Mumbai Indians
491.0,1.0,Kings XI Punjab,Kolkata Knight Riders
491.0,2.0,Kolkata Knight Riders,Kings XI Punjab
492.0,1.0,Royal Challengers Bangalore,Rajasthan Royals
492.0,2.0,Rajasthan Royals,Royal Challengers Bangalore
493.0,1.0,Sunrisers Hyderabad,Mumbai Indians
493.0,2.0,Mumbai Indians,Sunrisers Hyderabad
494.0,1.0,Rajasthan Royals,Chennai Super Kings
494.0,2.0,Chennai Super Kings,Rajasthan Royals
495.0,1.0,Royal Challengers Bangalore,Delhi Daredevils
495.0,2.0,Delhi Daredevils,Royal Challengers Bangalore
496.0,1.0,Sunrisers Hyderabad,Kings XI Punjab
496.0,2.0,Kings XI Punjab,Sunrisers Hyderabad
497.0,1.0,Mumbai Indians,Kolkata Knight Riders
497.0,2.0,Kolkata Knight Riders,Mumbai Indians
498.0,1.0,Rajasthan Royals,Delhi Daredevils
498.0,2.0,Delhi Daredevils,Rajasthan Royals
499.0,1.0,Chennai Super Kings,Royal Challengers Bangalore
499.0,2.0,Royal Challengers Bangalore,Chennai Super Kings
500.0,1.0,Sunrisers Hyderabad,Kolkata Knight Riders
500.0,2.0,Kolkata Knight Riders,Sunrisers Hyderabad
501.0,1.0,Mumbai Indians,Rajasthan Royals
501.0,2.0,Rajasthan Royals,Mumbai Indians
502.0,1.0,Delhi Daredevils,Kings XI Punjab
502.0,2.0,Kings XI Punjab,Delhi Daredevils
503.0,1.0,Royal Challengers Bangalore,Sunrisers Hyderabad
503.0,2.0,Sunrisers Hyderabad,Royal Challengers Bangalore
504.0,1.0,Chennai Super Kings,Kolkata Knight Riders
504.0,2.0,Kolkata Knight Riders,Chennai Super Kings
505.0,1.0,Kings XI Punjab,Mumbai Indians
505.0,2.0,Mumbai Indians,Kings XI Punjab
506.0,1.0,Kolkata Knight Riders,Royal Challengers Bangalore
506.0,2.0,Royal Challengers Bangalore,Kolkata Knight Riders
507.0,1.0,Chennai Super Kings,Sunrisers Hyderabad
507.0,2.0,Sunrisers Hyderabad,Chennai Super Kings
508.0,1.0,Mumbai Indians,Delhi Daredevils
508.0,2.0,Delhi Daredevils,Mumbai Indians
509.0,1.0,Kings XI Punjab,Rajasthan Royals
509.0,2.0,Rajasthan Royals,Kings XI Punjab
510.0,1.0,Royal Challengers Bangalore,Chennai Super Kings
510.0,2.0,Chennai Super Kings,Royal Challengers Bangalore
511.0,1.0,Sunrisers Hyderabad,Kolkata Knight Riders
511.0,2.0,Kolkata Knight Riders,Sunrisers Hyderabad
512.0,1.0,Delhi Daredevils,Kings XI Punjab
512.0,2.0,Kings XI Punjab,Delhi Daredevils
513.0,1.0,Rajasthan Royals,Mumbai Indians
513.0,2.0,Mumbai Indians,Rajasthan Royals
514.0,1.0,Kolkata Knight Riders,Kings XI Punjab
514.0,2.0,Kings XI Punjab,Kolkata Knight Riders
515.0,1.0,Mumbai Indians,Chennai Super Kings
515.0,2.0,Chennai Super Kings,Mumbai Indians
516.0,1.0,Kings XI Punjab,Chennai Super Kings
516.0,2.0,Chennai Super Kings,Kings XI Punjab
517.0,1.0,Kings XI Punjab,Kolkata Knight Riders
517.0,2.0,Kolkata Knight Riders,Kings XI Punjab
518.0,1.0,Mumbai Indians,Kolkata Knight Riders
518.0,2.0,Kolkata Knight Riders,Mumbai Indians
519.0,1.0,Chennai Super Kings,Delhi Daredevils
519.0,2.0,Delhi Daredevils,Chennai Super Kings
520.0,1.0,Rajasthan Royals,Kings XI Punjab
520.0,2.0,Kings XI Punjab,Rajasthan Royals
521.0,1.0,Chennai Super Kings,Sunrisers Hyderabad
521.0,2.0,Sunrisers Hyderabad,Chennai Super Kings
522.0,1.0,Kolkata Knight Riders,Royal Challengers Bangalore
522.0,2.0,Royal Challengers Bangalore,Kolkata Knight Riders
523.0,1.0,Delhi Daredevils,Rajasthan Royals
523.0,2.0,Rajasthan Royals,Delhi Daredevils
524.0,1.0,Kings XI Punjab,Mumbai Indians
524.0,2.0,Mumbai Indians,Kings XI Punjab
525.0,1.0,Royal Challengers Bangalore,Sunrisers Hyderabad
525.0,2.0,Sunrisers Hyderabad,Royal Challengers Bangalore
526.0,1.0,Mumbai Indians,Rajasthan Royals
526.0,2.0,Rajasthan Royals,Mumbai Indians
527.0,1.0,Chennai Super Kings,Kolkata Knight Riders
527.0,2.0,Kolkata Knight Riders,Chennai Super Kings
528.0,1.0,Kings XI Punjab,Delhi Daredevils
528.0,2.0,Delhi Daredevils,Kings XI Punjab
529.0,1.0,Sunrisers Hyderabad,Rajasthan Royals
529.0,2.0,Rajasthan Royals,Sunrisers Hyderabad
530.0,1.0,Mumbai Indians,Chennai Super Kings
530.0,2.0,Chennai Super Kings,Mumbai Indians
531.0,1.0,Delhi Daredevils,Sunrisers Hyderabad
531.0,2.0,Sunrisers Hyderabad,Delhi Daredevils
532.0,1.0,Kings XI Punjab,Kolkata Knight Riders
532.0,2.0,Kolkata Knight Riders,Kings XI Punjab
533.0,1.0,Chennai Super Kings,Rajasthan Royals
533.0,2.0,Rajasthan Royals,Chennai Super Kings
534.0,1.0,Mumbai Indians,Royal Challengers Bangalore
534.0,2.0,Royal Challengers Bangalore,Mumbai Indians
535.0,1.0,Delhi Daredevils,Kolkata Knight Riders
535.0,2.0,Kolkata Knight Riders,Delhi Daredevils
536.0,1.0,Rajasthan Royals,Kings XI Punjab
536.0,2.0,Kings XI Punjab,Rajasthan Royals
536.0,3.0,Kings XI Punjab,Rajasthan Royals
536.0,4.0,Rajasthan Royals,Kings XI Punjab
537.0,1.0,Sunrisers Hyderabad,Kolkata Knight Riders
537.0,2.0,Kolkata Knight Riders,Sunrisers Hyderabad
538.0,1.0,Chennai Super Kings,Royal Challengers Bangalore
538.0,2.0,Royal Challengers Bangalore,Chennai Super Kings
539.0,1.0,Delhi Daredevils,Mumbai Indians
539.0,2.0,Mumbai Indians,Delhi Daredevils
540.0,1.0,Rajasthan Royals,Royal Challengers Bangalore
540.0,2.0,Royal Challengers Bangalore,Rajasthan Royals
541.0,1.0,Mumbai Indians,Sunrisers Hyderabad
541.0,2.0,Sunrisers Hyderabad,Mumbai Indians
542.0,1.0,Chennai Super Kings,Kings XI Punjab
542.0,2.0,Kings XI Punjab,Chennai Super Kings
543.0,1.0,Delhi Daredevils,Royal Challengers Bangalore
543.0,2.0,Royal Challengers Bangalore,Delhi Daredevils
544.0,1.0,Sunrisers Hyderabad,Kings XI Punjab
544.0,2.0,Kings XI Punjab,Sunrisers Hyderabad
545.0,1.0,Kolkata Knight Riders,Delhi Daredevils
545.0,2.0,Delhi Daredevils,Kolkata Knight Riders
546.0,1.0,Royal Challengers Bangalore,Rajasthan Royals
547.0,1.0,Chennai Super Kings,Kolkata Knight Riders
547.0,2.0,Kolkata Knight Riders,Chennai Super Kings
548.0,1.0,Kings XI Punjab,Delhi Daredevils
548.0,2.0,Delhi Daredevils,Kings XI Punjab
549.0,1.0,Mumbai Indians,Rajasthan Royals
549.0,2.0,Rajasthan Royals,Mumbai Indians
550.0,1.0,Kolkata Knight Riders,Royal Challengers Bangalore
550.0,2.0,Royal Challengers Bangalore,Kolkata Knight Riders
551.0,1.0,Sunrisers Hyderabad,Chennai Super Kings
551.0,2.0,Chennai Super Kings,Sunrisers Hyderabad
552.0,1.0,Mumbai Indians,Kings XI Punjab
552.0,2.0,Kings XI Punjab,Mumbai Indians
553.0,1.0,Rajasthan Royals,Delhi Daredevils
553.0,2.0,Delhi Daredevils,Rajasthan Royals
554.0,1.0,Chennai Super Kings,Royal Challengers Bangalore
554.0,2.0,Royal Challengers Bangalore,Chennai Super Kings
555.0,1.0,Kolkata Knight Riders,Sunrisers Hyderabad
555.0,2.0,Sunrisers Hyderabad,Kolkata Knight Riders
556.0,1.0,Delhi Daredevils,Mumbai Indians
556.0,2.0,Mumbai Indians,Delhi Daredevils
557.0,1.0,Royal Challengers Bangalore,Kings XI Punjab
557.0,2.0,Kings XI Punjab,Royal Challengers Bangalore
558.0,1.0,Sunrisers Hyderabad,Rajasthan Royals
558.0,2.0,Rajasthan Royals,Sunrisers Hyderabad
559.0,1.0,Chennai Super Kings,Mumbai Indians
559.0,2.0,Mumbai Indians,Chennai Super Kings
560.0,1.0,Kings XI Punjab,Kolkata Knight Riders
560.0,2.0,Kolkata Knight Riders,Kings XI Punjab
561.0,1.0,Sunrisers Hyderabad,Delhi Daredevils
561.0,2.0,Delhi Daredevils,Sunrisers Hyderabad
562.0,1.0,Royal Challengers Bangalore,Mumbai Indians
562.0,2.0,Mumbai Indians,Royal Challengers Bangalore
563.0,1.0,Chennai Super Kings,Rajasthan Royals
563.0,2.0,Rajasthan Royals,Chennai Super Kings
564.0,1.0,Sunrisers Hyderabad,Kings XI Punjab
564.0,2.0,Kings XI Punjab,Sunrisers Hyderabad
565.0,1.0,Chennai Super Kings,Delhi Daredevils
565.0,2.0,Delhi Daredevils,Chennai Super Kings
566.0,1.0,Kings XI Punjab,Royal Challengers Bangalore
566.0,2.0,Royal Challengers Bangalore,Kings XI Punjab
567.0,1.0,Mumbai Indians,Kolkata Knight Riders
567.0,2.0,Kolkata Knight Riders,Mumbai Indians
568.0,1.0,Sunrisers Hyderabad,Royal Challengers Bangalore
568.0,2.0,Royal Challengers Bangalore,Sunrisers Hyderabad
569.0,1.0,Kings XI Punjab,Chennai Super Kings
569.0,2.0,Chennai Super Kings,Kings XI Punjab
570.0,1.0,Rajasthan Royals,Kolkata Knight Riders
570.0,2.0,Kolkata Knight Riders,Rajasthan Royals
571.0,1.0,Delhi Daredevils,Royal Challengers Bangalore
571.0,2.0,Royal Challengers Bangalore,Delhi Daredevils
572.0,1.0,Sunrisers Hyderabad,Mumbai Indians
572.0,2.0,Mumbai Indians,Sunrisers Hyderabad
573.0,1.0,Mumbai Indians,Chennai Super Kings
573.0,2.0,Chennai Super Kings,Mumbai Indians
574.0,1.0,Royal Challengers Bangalore,Rajasthan Royals
574.0,2.0,Rajasthan Royals,Royal Challengers Bangalore
575.0,1.0,Royal Challengers Bangalore,Chennai Super Kings
575.0,2.0,Chennai Super Kings,Royal Challengers Bangalore
576.0,1.0,Mumbai Indians,Chennai Super Kings
576.0,2.0,Chennai Super Kings,Mumbai Indians
577.0,1.0,Mumbai Indians,Rising Pune Supergiants
577.0,2.0,Rising Pune Supergiants,Mumbai Indians
578.0,1.0,Delhi Daredevils,Kolkata Knight Riders
578.0,2.0,Kolkata Knight Riders,Delhi Daredevils
579.0,1.0,Kings XI Punjab,Gujarat Lions
579.0,2.0,Gujarat Lions,Kings XI Punjab
580.0,1.0,Royal Challengers Bangalore,Sunrisers Hyderabad
580.0,2.0,Sunrisers Hyderabad,Royal Challengers Bangalore
581.0,1.0,Kolkata Knight Riders,Mumbai Indians
581.0,2.0,Mumbai Indians,Kolkata Knight Riders
582.0,1.0,Rising Pune Supergiants,Gujarat Lions
582.0,2.0,Gujarat Lions,Rising Pune Supergiants
583.0,1.0,Kings XI Punjab,Delhi Daredevils
583.0,2.0,Delhi Daredevils,Kings XI Punjab
584.0,1.0,Sunrisers Hyderabad,Kolkata Knight Riders
584.0,2.0,Kolkata Knight Riders,Sunrisers Hyderabad
585.0,1.0,Mumbai Indians,Gujarat Lions
585.0,2.0,Gujarat Lions,Mumbai Indians
586.0,1.0,Rising Pune Supergiants,Kings XI Punjab
586.0,2.0,Kings XI Punjab,Rising Pune Supergiants
587.0,1.0,Royal Challengers Bangalore,Delhi Daredevils
587.0,2.0,Delhi Daredevils,Royal Challengers Bangalore
588.0,1.0,Mumbai Indians,Sunrisers Hyderabad
588.0,2.0,Sunrisers Hyderabad,Mumbai Indians
589.0,1.0,Kings XI Punjab,Kolkata Knight Riders
589.0,2.0,Kolkata Knight Riders,Kings XI Punjab
590.0,1.0,Royal Challengers Bangalore,Mumbai Indians
590.0,2.0,Mumbai Indians,Royal Challengers Bangalore
591.0,1.0,Gujarat Lions,Sunrisers Hyderabad
591.0,2.0,Sunrisers Hyderabad,Gujarat Lions
592.0,1.0,Royal Challengers Bangalore,Rising Pune Supergiants
592.0,2.0,Rising Pune Supergiants,Royal Challengers Bangalore
593.0,1.0,Delhi Daredevils,Mumbai Indians
593.0,2.0,Mumbai Indians,Delhi Daredevils
594.0,1.0,Kings XI Punjab,Sunrisers Hyderabad
594.0,2.0,Sunrisers Hyderabad,Kings XI Punjab
595.0,1.0,Royal Challengers Bangalore,Gujarat Lions
595.0,2.0,Gujarat Lions,Royal Challengers Bangalore
596.0,1.0,Rising Pune Supergiants,Kolkata Knight Riders
596.0,2.0,Kolkata Knight Riders,Rising Pune Supergiants
597.0,1.0,Mumbai Indians,Kings XI Punjab
597.0,2.0,Kings XI Punjab,Mumbai Indians
598.0,1.0,Sunrisers Hyderabad,Rising Pune Supergiants
598.0,2.0,Rising Pune Supergiants,Sunrisers Hyderabad
599.0,1.0,Gujarat Lions,Delhi Daredevils
599.0,2.0,Delhi Daredevils,Gujarat Lions
600.0,1.0,Kolkata Knight Riders,Mumbai Indians
600.0,2.0,Mumbai Indians,Kolkata Knight Riders
601.0,1.0,Rising Pune Supergiants,Gujarat Lions
601.0,2.0,Gujarat Lions,Rising Pune Supergiants
602.0,1.0,Delhi Daredevils,Kolkata Knight Riders
602.0,2.0,Kolkata Knight Riders,Delhi Daredevils
603.0,1.0,Sunrisers Hyderabad,Royal Challengers Bangalore
603.0,2.0,Royal Challengers Bangalore,Sunrisers Hyderabad
604.0,1.0,Kings XI Punjab,Gujarat Lions
604.0,2.0,Gujarat Lions,Kings XI Punjab
605.0,1.0,Rising Pune Supergiants,Mumbai Indians
605.0,2.0,Mumbai Indians,Rising Pune Supergiants
606.0,1.0,Royal Challengers Bangalore,Kolkata Knight Riders
606.0,2.0,Kolkata Knight Riders,Royal Challengers Bangalore
607.0,1.0,Gujarat Lions,Delhi Daredevils
607.0,2.0,Delhi Daredevils,Gujarat Lions
608.0,1.0,Kolkata Knight Riders,Kings XI Punjab
608.0,2.0,Kings XI Punjab,Kolkata Knight Riders
609.0,1.0,Delhi Daredevils,Rising Pune Supergiants
609.0,2.0,Rising Pune Supergiants,Delhi Daredevils
610.0,1.0,Gujarat Lions,Sunrisers Hyderabad
610.0,2.0,Sunrisers Hyderabad,Gujarat Lions
611.0,1.0,Rising Pune Supergiants,Royal Challengers Bangalore
611.0,2.0,Royal Challengers Bangalore,Rising Pune Supergiants
612.0,1.0,Kings XI Punjab,Delhi Daredevils
612.0,2.0,Delhi Daredevils,Kings XI Punjab
613.0,1.0,Sunrisers Hyderabad,Mumbai Indians
613.0,2.0,Mumbai Indians,Sunrisers Hyderabad
614.0,1.0,Kolkata Knight Riders,Gujarat Lions
614.0,2.0,Gujarat Lions,Kolkata Knight Riders
615.0,1.0,Royal Challengers Bangalore,Kings XI Punjab
615.0,2.0,Kings XI Punjab,Royal Challengers Bangalore
616.0,1.0,Sunrisers Hyderabad,Rising Pune Supergiants
616.0,2.0,Rising Pune Supergiants,Sunrisers Hyderabad
617.0,1.0,Royal Challengers Bangalore,Mumbai Indians
617.0,2.0,Mumbai Indians,Royal Challengers Bangalore
618.0,1.0,Sunrisers Hyderabad,Delhi Daredevils
618.0,2.0,Delhi Daredevils,Sunrisers Hyderabad
619.0,1.0,Mumbai Indians,Kings XI Punjab
619.0,2.0,Kings XI Punjab,Mumbai Indians
620.0,1.0,Royal Challengers Bangalore,Gujarat Lions
620.0,2.0,Gujarat Lions,Royal Challengers Bangalore
621.0,1.0,Rising Pune Supergiants,Kolkata Knight Riders
621.0,2.0,Kolkata Knight Riders,Rising Pune Supergiants
622.0,1.0,Kings XI Punjab,Sunrisers Hyderabad
622.0,2.0,Sunrisers Hyderabad,Kings XI Punjab
623.0,1.0,Mumbai Indians,Delhi Daredevils
623.0,2.0,Delhi Daredevils,Mumbai Indians
624.0,1.0,Kolkata Knight Riders,Royal Challengers Bangalore
624.0,2.0,Royal Challengers Bangalore,Kolkata Knight Riders
625.0,1.0,Delhi Daredevils,Rising Pune Supergiants
625.0,2.0,Rising Pune Supergiants,Delhi Daredevils
626.0,1.0,Royal Challengers Bangalore,Kings XI Punjab
626.0,2.0,Kings XI Punjab,Royal Challengers Bangalore
627.0,1.0,Kolkata Knight Riders,Gujarat Lions
627.0,2.0,Gujarat Lions,Kolkata Knight Riders
628.0,1.0,Sunrisers Hyderabad,Delhi Daredevils
628.0,2.0,Delhi Daredevils,Sunrisers Hyderabad
629.0,1.0,Kings XI Punjab,Rising Pune Supergiants
629.0,2.0,Rising Pune Supergiants,Kings XI Punjab
630.0,1.0,Mumbai Indians,Gujarat Lions
630.0,2.0,Gujarat Lions,Mumbai Indians
631.0,1.0,Kolkata Knight Riders,Sunrisers Hyderabad
631.0,2.0,Sunrisers Hyderabad,Kolkata Knight Riders
632.0,1.0,Delhi Daredevils,Royal Challengers Bangalore
632.0,2.0,Royal Challengers Bangalore,Delhi Daredevils
633.0,1.0,Gujarat Lions,Royal Challengers Bangalore
633.0,2.0,Royal Challengers Bangalore,Gujarat Lions
634.0,1.0,Sunrisers Hyderabad,Kolkata Knight Riders
634.0,2.0,Kolkata Knight Riders,Sunrisers Hyderabad
635.0,1.0,Gujarat Lions,Sunrisers Hyderabad
635.0,2.0,Sunrisers Hyderabad,Gujarat Lions
636.0,1.0,Sunrisers Hyderabad,Royal Challengers Bangalore
636.0,2.0,Royal Challengers Bangalore,Sunrisers Hyderabad
,,,
